name	ttype	x	y	clr_red	clr_green	clr_blue
Alexandrov507:RK068_C01	LIVER	3.341814e+00	0	179	153	128
Alexandrov507:RK069_C01	LIVER	3.647785e+00	4.319654e-01	179	153	128
Alexandrov507:RK075_C01	LIVER	3.938094e+00	7.462687e-01	179	153	128
Alexandrov507:RK079_C01	LIVER	4.087386e+00	0	179	153	128
Alexandrov507:RK083_C01	LIVER	3.923689e+00	3.125000e-01	179	153	128
Alexandrov507:RK084_C01	LIVER	3.939017e+00	0	179	153	128
Alexandrov507:RK086_C01	LIVER	4.157093e+00	2.638522e-01	179	153	128
Alexandrov507:RK089_C01	LIVER	3.978445e+00	0	179	153	128
Alexandrov507:RK092_C01	LIVER	4.032010e+00	0	179	153	128
Alexandrov507:RK098_C01	LIVER	3.795217e+00	2.849003e-01	179	153	128
Alexandrov507:RK099_C01	LIVER	3.824583e+00	0	179	153	128
Alexandrov507:RK100_C01	LIVER	3.930892e+00	0	179	153	128
Alexandrov507:RK106_C01	LIVER	4.079889e+00	0	179	153	128
Alexandrov507:RK107_C01	LIVER	4.065973e+00	0	179	153	128
Alexandrov507:RK108_C01	LIVER	3.826894e+00	3.906250e-01	179	153	128
Alexandrov507:RK109_C01	LIVER	3.727725e+00	0	179	153	128
Alexandrov507:RK126_C01	LIVER	4.249785e+00	0	179	153	128
Alexandrov507:RK130_C01	LIVER	3.673851e+00	3.344482e-01	179	153	128
Alexandrov507:RK133_C01	LIVER	3.759532e+00	0	179	153	128
Alexandrov507:RK137_C01	LIVER	3.904515e+00	0	179	153	128
Alexandrov507:RK138_C01	LIVER	3.405374e+00	0	179	153	128
Alexandrov507:RK141_C01	LIVER	3.687215e+00	0	179	153	128
Alexandrov507:SJLGG001	PILO	1.713034e+00	0	140	107	128
Alexandrov507:SJLGG002	PILO	1.606526e+00	0	140	107	128
Alexandrov507:SJLGG003	PILO	1.292501e+00	0	140	107	128
Alexandrov507:SJLGG004	PILO	1.456146e+00	0	140	107	128
Alexandrov507:SJLGG005	PILO	1.503095e+00	0	140	107	128
Alexandrov507:SJLGG006	PILO	9.306063e-01	0	140	107	128
Alexandrov507:SJLGG007	PILO	1.318306e+00	0	140	107	128
Alexandrov507:SJLGG008	PILO	2.186159e+00	0	140	107	128
Alexandrov507:SJLGG009	PILO	1.622706e+00	0	140	107	128
Alexandrov507:SJLGG010	PILO	1.691466e+00	0	140	107	128
Alexandrov507:SJLGG011	PILO	1.908781e+00	0	140	107	128
Alexandrov507:SJLGG012	PILO	1.986480e+00	0	140	107	128
Alexandrov507:SJLGG013	PILO	1.121066e+00	0	140	107	128
Alexandrov507:SJLGG015	PILO	1.419477e+00	0	140	107	128
Alexandrov507:SJLGG016	PILO	6.841398e-01	0	140	107	128
Alexandrov507:SJLGG018	PILO	1.443687e+00	0	140	107	128
Alexandrov507:SJLGG019	PILO	9.330889e-01	0	140	107	128
Alexandrov507:SJLGG020	PILO	1.656137e+00	0	140	107	128
Alexandrov507:SJLGG021	PILO	1.248275e+00	0	140	107	128
Alexandrov507:SJLGG022	PILO	6.954822e-01	0	140	107	128
Alexandrov507:SJLGG024	PILO	1.543639e+00	0	140	107	128
Alexandrov507:SJLGG025	PILO	1.338530e+00	0	140	107	128
Alexandrov507:SJLGG026	PILO	8.367239e-01	0	140	107	128
Alexandrov507:SJLGG027	PILO	1.579387e+00	0	140	107	128
Alexandrov507:SJLGG028	PILO	1.560903e+00	0	140	107	128
Alexandrov507:SJLGG029	PILO	1.649800e+00	0	140	107	128
Alexandrov507:SJLGG030	PILO	1.293125e+00	0	140	107	128
Alexandrov507:SJLGG031	PILO	8.584231e-01	0	140	107	128
Alexandrov507:SJLGG032	PILO	1.632324e+00	0	140	107	128
Alexandrov507:SJLGG033	PILO	1.499185e+00	0	140	107	128
Alexandrov507:SJLGG034	PILO	2.286228e+00	0	140	107	128
Alexandrov507:SJLGG035	PILO	1.404176e+00	0	140	107	128
Alexandrov507:SJLGG037	PILO	1.415327e+00	9.615385e-01	140	107	128
Alexandrov507:SJLGG038	PILO	1.817974e+00	0	140	107	128
Alexandrov507:SJLGG039	PILO	1.123181e+00	0	140	107	128
Alexandrov507:SJLGG040	PILO	1.655852e+00	0	140	107	128
Alexandrov507:SJLGG042	PILO	2.076010e+00	0	140	107	128
Lawrence126:BR-0001	BRCA	3.172610e+00	1.030928e+00	255	128	128
Lawrence126:BR-0002	BRCA	3.820056e+00	0	255	128	128
Lawrence126:BR-0003	BRCA	3.372572e+00	3.584229e-01	255	128	128
Lawrence126:BR-0004	BRCA	3.820333e+00	2.570694e-01	255	128	128
Lawrence126:BR-0005	BRCA	3.456699e+00	0	255	128	128
Lawrence126:BR-0006	BRCA	3.706892e+00	0	255	128	128
Lawrence126:BR-0008	BRCA	3.589109e+00	0	255	128	128
Lawrence126:BR-0009	BRCA	3.777715e+00	0	255	128	128
Lawrence126:BR-0010	BRCA	3.416982e+00	6.134969e-01	255	128	128
Lawrence126:BR-MEX-015	BRCA	3.749604e+00	0	255	128	128
Lawrence126:BR-MEX-045	BRCA	3.960084e+00	0	255	128	128
Lawrence126:BR-MEX-050	BRCA	3.592438e+00	0	255	128	128
Lawrence126:BR-MEX-071	BRCA	3.468982e+00	2.638522e-01	255	128	128
Lawrence126:BR-MEX-082	BRCA	3.909249e+00	0	255	128	128
Lawrence126:BR-MEX-098	BRCA	3.457529e+00	0	255	128	128
Lawrence126:BR-MEX-106	BRCA	3.533253e+00	2.257336e-01	255	128	128
Lawrence126:BR-MEX-116	BRCA	3.926593e+00	8.695652e-01	255	128	128
Lawrence126:BR-MEX-123	BRCA	3.599466e+00	1.615509e-01	255	128	128
Lawrence126:BR-MEX-154	BRCA	3.457373e+00	2.680965e-01	255	128	128
Lawrence126:BR-MEX-165	BRCA	3.361555e+00	2.808989e-01	255	128	128
Lawrence126:BR-MEX-198	BRCA	3.502131e+00	0	255	128	128
Lawrence126:BR-MEX-200	BRCA	3.308921e+00	0	255	128	128
Lawrence126:CLL-G	CLL	3.325349e+00	3.460208e-01	128	102	128
Lawrence126:CLL-JE	CLL	3.631306e+00	2.309469e-01	128	102	128
Lawrence126:CRC-0002	CRC	4.022700e+00	1.452785e-01	0	153	89
Lawrence126:CRC-0003	CRC	4.131278e+00	1.349983e-01	0	153	89
Lawrence126:CRC-0004	CRC	4.141091e+00	1.903312e-01	0	153	89
Lawrence126:CRC-0005	CRC	4.237599e+00	2.453386e-01	0	153	89
Lawrence126:CRC-0006	CRC	4.009966e+00	2.115656e-01	0	153	89
Lawrence126:CRC-0007	CRC	4.199484e+00	8.620690e-02	0	153	89
Lawrence126:CRC-0008	CRC	4.298516e+00	4.266212e-02	0	153	89
Lawrence126:CRC-0009	CRC	4.415279e+00	2.094241e-01	0	153	89
Lawrence126:CRC-0010	CRC	4.017444e+00	1.094092e-01	0	153	89
Lawrence126:ESO-1060	ESO	4.480267e+00	1.922153e-01	77	204	46
Lawrence126:ESO-1163	ESO	4.670083e+00	1.253133e-01	77	204	46
Lawrence126:ESO-130	ESO	4.344640e+00	1.400560e-01	77	204	46
Lawrence126:ESO-409	ESO	4.343225e+00	0	77	204	46
Lawrence126:ESO-682	ESO	4.539861e+00	4.995005e-02	77	204	46
Lawrence126:ESO-721	ESO	4.579674e+00	5.959476e-02	77	204	46
Lawrence126:ESO-774	ESO	4.467277e+00	2.076843e-01	77	204	46
Lawrence126:ESO-838	ESO	4.496593e+00	2.680965e-01	77	204	46
Lawrence126:ESO-913	ESO	4.370827e+00	3.906250e-01	77	204	46
Lawrence126:JN_08	CLL	3.677089e+00	0	128	102	128
Lawrence126:MEL-0009	SKCM	5.388542e+00	3.911343e-01	0	0	0
Lawrence126:MEL-0012	SKCM	4.481886e+00	3.861004e-01	0	0	0
Lawrence126:MEL-0015	SKCM	3.670389e+00	0	0	0	0
Lawrence126:MEL-0032	SKCM	4.205018e+00	5.434783e-01	0	0	0
Lawrence126:MEL-0045	SKCM	4.578181e+00	4.048583e-01	0	0	0
Lawrence126:MM-0191	MM	3.949676e+00	4.830918e-01	128	130	51
Lawrence126:MM-0242	MM	3.883353e+00	3.696858e-01	128	130	51
Lawrence126:MM-0309	MM	3.799816e+00	0	128	130	51
Lawrence126:MM-0319	MM	3.816621e+00	2.604167e-01	128	130	51
Lawrence126:MM-0332	MM	3.770850e+00	0	128	130	51
Lawrence126:MM-0335	MM	4.071104e+00	1.855288e-01	128	130	51
Lawrence126:MM-0338	MM	3.847296e+00	0	128	130	51
Lawrence126:MM-0343	MM	3.899961e+00	2.283105e-01	128	130	51
Lawrence126:MM-0344	MM	3.798293e+00	0	128	130	51
Lawrence126:MM-0356	MM	3.899606e+00	0	128	130	51
Lawrence126:MM-0375	MM	3.700573e+00	3.225806e-01	128	130	51
Lawrence126:MM-0376	MM	3.770100e+00	0	128	130	51
Lawrence126:MM-0383	MM	3.735387e+00	6.329114e-01	128	130	51
Lawrence126:MM-0387	MM	3.825961e+00	1.524390e-01	128	130	51
Lawrence126:MM-0389	MM	4.220282e+00	0	128	130	51
Lawrence126:MM-0390	MM	3.812068e+00	4.310345e-01	128	130	51
Lawrence126:MM-0392	MM	3.787501e+00	2.087683e-01	128	130	51
Lawrence126:MM-0406	MM	3.579593e+00	0	128	130	51
Lawrence126:MM-0408	MM	3.759664e+00	2.336449e-01	128	130	51
Lawrence126:MM-0412	MM	3.966426e+00	0	128	130	51
Lawrence126:MM-0421-FIX	MM	3.967419e+00	0	128	130	51
Lawrence126:MM-0425-FIX	MM	3.821805e+00	2.032520e-01	128	130	51
Lawrence126:MM-0447	MM	3.876227e+00	2.450980e-01	128	130	51
Lawrence126:PR-02-1431	PRAD	3.298246e+00	0	179	179	140
Lawrence126:PR-03-3125	PRAD	3.639017e+00	3.220612e-01	179	179	140
Lawrence126:PR-03-728	PRAD	3.020575e+00	6.060606e-01	179	179	140
Lawrence126:PR-0581	PRAD	3.672456e+00	0	179	179	140
Lawrence126:PR-07-3258	PRAD	3.365293e+00	0	179	179	140
Lawrence126:PR-07-4610	PRAD	3.568666e+00	5.671078e-01	179	179	140
Lawrence126:PR-07-4814	PRAD	3.430217e+00	2.433090e-01	179	179	140
Lawrence126:PR-08-2153	PRAD	3.507033e+00	0	179	179	140
Lawrence126:PR-08-2455	PRAD	3.535512e+00	2.695418e-01	179	179	140
Lawrence126:PR-08-4154	PRAD	3.643656e+00	1.801802e-01	179	179	140
Lawrence126:PR-08-556	PRAD	3.639237e+00	2.207506e-01	179	179	140
Lawrence126:PR-08-784	PRAD	3.675777e+00	1.353180e-01	179	179	140
Lawrence126:PR-09-146	PRAD	3.344616e+00	0	179	179	140
Lawrence126:PR-09-3983	PRAD	3.621449e+00	2.898551e-01	179	179	140
Lawrence126:PR-09-601	PRAD	3.588703e+00	2.288330e-01	179	179	140
Lawrence126:PR-1701	PRAD	3.651873e+00	5.415162e-01	179	179	140
Lawrence126:PR-2832	PRAD	3.591067e+00	1.618123e-01	179	179	140
Lawrence126:PR-3027	PRAD	3.817734e+00	0	179	179	140
Lawrence126:PR-3043	PRAD	3.574583e+00	6.116208e-01	179	179	140
Lawrence126:PR-P508	PRAD	3.490797e+00	0	179	179	140
Lawrence126:PR-P559	PRAD	3.816887e+00	3.053435e-01	179	179	140
Nik-Zainal560:PD10010a	BRCA_TNBC	3.386191e+00	2.967359e-01	255	77	179
Nik-Zainal560:PD10011a	BRCA_TNBC	3.917721e+00	0	255	77	179
Nik-Zainal560:PD10014a	BRCA_TNBC	4.083781e+00	0	255	77	179
Nik-Zainal560:PD11326a	BRCA_TNBC	3.983670e+00	2.109705e-01	255	77	179
Nik-Zainal560:PD11327a	BRCA_TNBC	4.104406e+00	2.004008e-01	255	77	179
Nik-Zainal560:PD11336a	BRCA_nonTNBC	3.747216e+00	1.377410e-01	255	179	179
Nik-Zainal560:PD11337a	BRCA_nonTNBC	3.487876e+00	0	255	179	179
Nik-Zainal560:PD11338a	BRCA_nonTNBC	3.362215e+00	4.395604e-01	255	179	179
Nik-Zainal560:PD11339a	BRCA_nonTNBC	3.403402e+00	0	255	179	179
Nik-Zainal560:PD11340a	BRCA_nonTNBC	3.704745e+00	3.478261e-01	255	179	179
Nik-Zainal560:PD11341a	BRCA_nonTNBC	3.218791e+00	0	255	179	179
Nik-Zainal560:PD11342a	BRCA_nonTNBC	3.519466e+00	4.830918e-01	255	179	179
Nik-Zainal560:PD11343a	BRCA_nonTNBC	3.469377e+00	6.578947e-01	255	179	179
Nik-Zainal560:PD11344a	BRCA_nonTNBC	4.042580e+00	6.920415e-01	255	179	179
Nik-Zainal560:PD11345a	BRCA_nonTNBC	4.015099e+00	1.086957e+00	255	179	179
Nik-Zainal560:PD11346a	BRCA_nonTNBC	3.360685e+00	5.899705e-01	255	179	179
Nik-Zainal560:PD11347a	BRCA_nonTNBC	3.308310e+00	0	255	179	179
Nik-Zainal560:PD11348a	BRCA_nonTNBC	3.700050e+00	2.301496e-01	255	179	179
Nik-Zainal560:PD11349a	BRCA_nonTNBC	3.872219e+00	6.069803e-01	255	179	179
Nik-Zainal560:PD11352a	BRCA_nonTNBC	3.413000e+00	4.494382e-01	255	179	179
Nik-Zainal560:PD11355a	BRCA_nonTNBC	3.265030e+00	0	255	179	179
Nik-Zainal560:PD11357a	BRCA_nonTNBC	3.529114e+00	3.053435e-01	255	179	179
Nik-Zainal560:PD11358a	BRCA_nonTNBC	3.636472e+00	4.024145e-01	255	179	179
Nik-Zainal560:PD11359a	BRCA_nonTNBC	3.426233e+00	4.347826e-01	255	179	179
Nik-Zainal560:PD11360a	BRCA_nonTNBC	3.493966e+00	1.754386e-01	255	179	179
Nik-Zainal560:PD11361a	BRCA_nonTNBC	3.236921e+00	5.050505e-01	255	179	179
Nik-Zainal560:PD11364a	BRCA_nonTNBC	3.369422e+00	2.347418e-01	255	179	179
Nik-Zainal560:PD11365a	BRCA_nonTNBC	4.135289e+00	2.457002e-01	255	179	179
Nik-Zainal560:PD11366a	BRCA_nonTNBC	3.478170e+00	0	255	179	179
Nik-Zainal560:PD11367a	BRCA_nonTNBC	3.912057e+00	1.355014e-01	255	179	179
Nik-Zainal560:PD11368a	BRCA_nonTNBC	3.834444e+00	1.347709e-01	255	179	179
Nik-Zainal560:PD11369a	BRCA_nonTNBC	3.787902e+00	0	255	179	179
Nik-Zainal560:PD11370a	BRCA_nonTNBC	3.107566e+00	0	255	179	179
Nik-Zainal560:PD11372a	BRCA_nonTNBC	4.139743e+00	7.952286e-01	255	179	179
Nik-Zainal560:PD11374a	BRCA_nonTNBC	3.377550e+00	4.830918e-01	255	179	179
Nik-Zainal560:PD11375a	BRCA_nonTNBC	3.287022e+00	0	255	179	179
Nik-Zainal560:PD11376a	BRCA_nonTNBC	3.498909e+00	3.384095e-01	255	179	179
Nik-Zainal560:PD11379a	BRCA_nonTNBC	4.287451e+00	1.108647e+00	255	179	179
Nik-Zainal560:PD11380a	BRCA_nonTNBC	3.435029e+00	0	255	179	179
Nik-Zainal560:PD11381a	BRCA_nonTNBC	3.322063e+00	0	255	179	179
Nik-Zainal560:PD11383a	BRCA_nonTNBC	3.411794e+00	2.493766e-01	255	179	179
Nik-Zainal560:PD11384a	BRCA_nonTNBC	3.237320e+00	3.058104e-01	255	179	179
Nik-Zainal560:PD11385a	BRCA_nonTNBC	3.276406e+00	0	255	179	179
Nik-Zainal560:PD11386a	BRCA_nonTNBC	3.529440e+00	0	255	179	179
Nik-Zainal560:PD11388a	BRCA_nonTNBC	3.698221e+00	0	255	179	179
Nik-Zainal560:PD11389a	BRCA_nonTNBC	3.225284e+00	0	255	179	179
Nik-Zainal560:PD11391a	BRCA_nonTNBC	3.106089e+00	0	255	179	179
Nik-Zainal560:PD11393a	BRCA_nonTNBC	3.669440e+00	1.237624e-01	255	179	179
Nik-Zainal560:PD11394a	BRCA_nonTNBC	3.344691e+00	0	255	179	179
Nik-Zainal560:PD11395a	BRCA_nonTNBC	3.579171e+00	1.805054e-01	255	179	179
Nik-Zainal560:PD11396a	BRCA_nonTNBC	3.386908e+00	0	255	179	179
Nik-Zainal560:PD11397a	BRCA_nonTNBC	3.683932e+00	0	255	179	179
Nik-Zainal560:PD11398a	BRCA_nonTNBC	3.371028e+00	0	255	179	179
Nik-Zainal560:PD11399a	BRCA_nonTNBC	3.543908e+00	4.615385e-01	255	179	179
Nik-Zainal560:PD11402a	BRCA_nonTNBC	3.421350e+00	0	255	179	179
Nik-Zainal560:PD11462a	BRCA_nonTNBC	3.453489e+00	1.923077e-01	255	179	179
Nik-Zainal560:PD11464a	BRCA_nonTNBC	3.653189e+00	5.333333e-01	255	179	179
Nik-Zainal560:PD11465a	BRCA_nonTNBC	4.353217e+00	8.382230e-02	255	179	179
Nik-Zainal560:PD11740a	BRCA_nonTNBC	3.368492e+00	0	255	179	179
Nik-Zainal560:PD11741a	BRCA_nonTNBC	3.296338e+00	0	255	179	179
Nik-Zainal560:PD11742a	BRCA_nonTNBC	3.845587e+00	0	255	179	179
Nik-Zainal560:PD11743a	BRCA_nonTNBC	3.520069e+00	2.288330e-01	255	179	179
Nik-Zainal560:PD11744a	BRCA_nonTNBC	3.275230e+00	2.801120e-01	255	179	179
Nik-Zainal560:PD11745a	BRCA_nonTNBC	3.480041e+00	5.665722e-01	255	179	179
Nik-Zainal560:PD11748a	BRCA_TNBC	4.070523e+00	1.522070e-01	255	77	179
Nik-Zainal560:PD11750a	BRCA_nonTNBC	4.003498e+00	0	255	179	179
Nik-Zainal560:PD11751a	BRCA_TNBC	4.221418e+00	1.314060e-01	255	77	179
Nik-Zainal560:PD11752a	BRCA_TNBC	3.882985e+00	0	255	77	179
Nik-Zainal560:PD11753a	BRCA_nonTNBC	3.836353e+00	3.016591e-01	255	179	179
Nik-Zainal560:PD11755a	BRCA_TNBC	3.443787e+00	0	255	77	179
Nik-Zainal560:PD11756a	BRCA_nonTNBC	3.248903e+00	0	255	179	179
Nik-Zainal560:PD11757a	BRCA_TNBC	3.291064e+00	0	255	77	179
Nik-Zainal560:PD11760a	BRCA_nonTNBC	3.612071e+00	1.308901e-01	255	179	179
Nik-Zainal560:PD11761a	BRCA_nonTNBC	3.432818e+00	3.257329e-01	255	179	179
Nik-Zainal560:PD11762a	BRCA_TNBC	3.239569e+00	6.557377e-01	255	77	179
Nik-Zainal560:PD11765a	BRCA_nonTNBC	3.301998e+00	0	255	179	179
Nik-Zainal560:PD11766a	BRCA_nonTNBC	3.229769e+00	3.952569e-01	255	179	179
Nik-Zainal560:PD11767a	BRCA_nonTNBC	2.940257e+00	0	255	179	179
Nik-Zainal560:PD11769a	BRCA_nonTNBC	3.236786e+00	2.645503e-01	255	179	179
Nik-Zainal560:PD11816a	BRCA_nonTNBC	3.603483e+00	0	255	179	179
Nik-Zainal560:PD11818a	BRCA_nonTNBC	3.206098e+00	3.424658e-01	255	179	179
Nik-Zainal560:PD11819a	BRCA_nonTNBC	3.227481e+00	0	255	179	179
Nik-Zainal560:PD13162a	BRCA_nonTNBC	3.732924e+00	2.277904e-01	255	179	179
Nik-Zainal560:PD13163a	BRCA_nonTNBC	3.728803e+00	1.908397e-01	255	179	179
Nik-Zainal560:PD13164a	BRCA_nonTNBC	3.435344e+00	0	255	179	179
Nik-Zainal560:PD13165a	BRCA_nonTNBC	3.802303e+00	5.208333e-01	255	179	179
Nik-Zainal560:PD13166a	BRCA_nonTNBC	3.368100e+00	0	255	179	179
Nik-Zainal560:PD13167a	BRCA_nonTNBC	3.381524e+00	4.282655e-01	255	179	179
Nik-Zainal560:PD13168a	BRCA_nonTNBC	3.403147e+00	0	255	179	179
Nik-Zainal560:PD13296a	BRCA_TNBC	4.269154e+00	2.209945e-01	255	77	179
Nik-Zainal560:PD13297a	BRCA_TNBC	4.175632e+00	1.552795e-01	255	77	179
Nik-Zainal560:PD13298a	BRCA_TNBC	3.922679e+00	1.231527e-01	255	77	179
Nik-Zainal560:PD13299a	BRCA_TNBC	4.030921e+00	2.433090e-01	255	77	179
Nik-Zainal560:PD13302a	BRCA_nonTNBC	3.690021e+00	5.249344e-01	255	179	179
Nik-Zainal560:PD13304a	BRCA_nonTNBC	3.181690e+00	8.021390e-01	255	179	179
Nik-Zainal560:PD13306a	BRCA_nonTNBC	3.307201e+00	2.985075e-01	255	179	179
Nik-Zainal560:PD13307a	BRCA_nonTNBC	3.728803e+00	0	255	179	179
Nik-Zainal560:PD13310a	BRCA_nonTNBC	3.263180e+00	7.159905e-01	255	179	179
Nik-Zainal560:PD13311a	BRCA_TNBC	3.654405e+00	3.508772e-01	255	77	179
Nik-Zainal560:PD13312a	BRCA_nonTNBC	3.308990e+00	0	255	179	179
Nik-Zainal560:PD13416a	BRCA_nonTNBC	3.288047e+00	0	255	179	179
Nik-Zainal560:PD13418a	BRCA_TNBC	3.833195e+00	7.587253e-01	255	77	179
Nik-Zainal560:PD13419a	BRCA_nonTNBC	3.039027e+00	8.064516e-01	255	179	179
Nik-Zainal560:PD13420a	BRCA_nonTNBC	3.270612e+00	2.808989e-01	255	179	179
Nik-Zainal560:PD13422a	BRCA_nonTNBC	3.257060e+00	8.498584e-01	255	179	179
Nik-Zainal560:PD13424a	BRCA_nonTNBC	3.597271e+00	0	255	179	179
Nik-Zainal560:PD13425a	BRCA_nonTNBC	4.537870e+00	7.470651e-01	255	179	179
Nik-Zainal560:PD13426a	BRCA_nonTNBC	3.431660e+00	6.423983e-01	255	179	179
Nik-Zainal560:PD13427a	BRCA_nonTNBC	3.055387e+00	0	255	179	179
Nik-Zainal560:PD13428a	BRCA_TNBC	3.534625e+00	0	255	77	179
Nik-Zainal560:PD13602a	BRCA_nonTNBC	3.772085e+00	4.379562e-01	255	179	179
Nik-Zainal560:PD13603a	BRCA_nonTNBC	3.486614e+00	2.320186e-01	255	179	179
Nik-Zainal560:PD13604a	BRCA_nonTNBC	4.968969e+00	3.053435e+00	255	179	179
Nik-Zainal560:PD13605a	BRCA_nonTNBC	3.093660e+00	3.846154e-01	255	179	179
Nik-Zainal560:PD13606a	BRCA_nonTNBC	3.770497e+00	1.251564e-01	255	179	179
Nik-Zainal560:PD13607a	BRCA_nonTNBC	3.517312e+00	1.976285e-01	255	179	179
Nik-Zainal560:PD13608a	BRCA_nonTNBC	3.613791e+00	2.145923e-01	255	179	179
Nik-Zainal560:PD13609a	BRCA_nonTNBC	3.672889e+00	1.298701e+00	255	179	179
Nik-Zainal560:PD13618a	BRCA_nonTNBC	3.263724e+00	0	255	179	179
Nik-Zainal560:PD13619a	BRCA_nonTNBC	3.325143e+00	0	255	179	179
Nik-Zainal560:PD13620a	BRCA_nonTNBC	3.662770e+00	2.635046e-01	255	179	179
Nik-Zainal560:PD13622a	BRCA_TNBC	3.639211e+00	1.488095e-01	255	77	179
Nik-Zainal560:PD13623a	BRCA_nonTNBC	3.580042e+00	2.673797e-01	255	179	179
Nik-Zainal560:PD13625a	BRCA_nonTNBC	4.050830e+00	1.776199e-01	255	179	179
Nik-Zainal560:PD13626a	BRCA_nonTNBC	3.032687e+00	0	255	179	179
Nik-Zainal560:PD13627a	BRCA_TNBC	3.926600e+00	0	255	77	179
Nik-Zainal560:PD13629a	BRCA_nonTNBC	3.307891e+00	5.540166e-01	255	179	179
Nik-Zainal560:PD13630a	BRCA_nonTNBC	3.613808e+00	2.222222e-01	255	179	179
Nik-Zainal560:PD13631a	BRCA_nonTNBC	3.415812e+00	0	255	179	179
Nik-Zainal560:PD13752a	BRCA_nonTNBC	3.448881e+00	0	255	179	179
Nik-Zainal560:PD13753a	BRCA_nonTNBC	3.902971e+00	9.732360e-01	255	179	179
Nik-Zainal560:PD13754a	BRCA_nonTNBC	3.399473e+00	0	255	179	179
Nik-Zainal560:PD13755a	BRCA_nonTNBC	3.287514e+00	5.494505e-01	255	179	179
Nik-Zainal560:PD13756a	BRCA_nonTNBC	3.319156e+00	2.702703e-01	255	179	179
Nik-Zainal560:PD13757a	BRCA_nonTNBC	3.173065e+00	4.032258e-01	255	179	179
Nik-Zainal560:PD13758a	BRCA_nonTNBC	3.362088e+00	3.164557e-01	255	179	179
Nik-Zainal560:PD13760a	BRCA_nonTNBC	3.666201e+00	0	255	179	179
Nik-Zainal560:PD13761a	BRCA_nonTNBC	3.228086e+00	0	255	179	179
Nik-Zainal560:PD13762a	BRCA_nonTNBC	3.218936e+00	0	255	179	179
Nik-Zainal560:PD13763a	BRCA_nonTNBC	3.409230e+00	2.109705e-01	255	179	179
Nik-Zainal560:PD13764a	BRCA_nonTNBC	3.684167e+00	1.968504e-01	255	179	179
Nik-Zainal560:PD13765a	BRCA_nonTNBC	3.738909e+00	2.762431e-01	255	179	179
Nik-Zainal560:PD13766a	BRCA_nonTNBC	3.584275e+00	9.523810e-01	255	179	179
Nik-Zainal560:PD13767a	BRCA_nonTNBC	3.421764e+00	1.038961e+00	255	179	179
Nik-Zainal560:PD13768a	BRCA_nonTNBC	3.131743e+00	0	255	179	179
Nik-Zainal560:PD13770a	BRCA_nonTNBC	3.318289e+00	2.597403e-01	255	179	179
Nik-Zainal560:PD13771a	BRCA_nonTNBC	4.116984e+00	7.722008e-01	255	179	179
Nik-Zainal560:PD14432a	BRCA_nonTNBC	3.272342e+00	0	255	179	179
Nik-Zainal560:PD14433a	BRCA_nonTNBC	3.554390e+00	4.662005e-01	255	179	179
Nik-Zainal560:PD14435a	BRCA_nonTNBC	3.570351e+00	1.658375e-01	255	179	179
Nik-Zainal560:PD14437a	BRCA_nonTNBC	3.640023e+00	1.769912e-01	255	179	179
Nik-Zainal560:PD14439a	BRCA_nonTNBC	3.119964e+00	1.063830e+00	255	179	179
Nik-Zainal560:PD14441a	BRCA_nonTNBC	3.668799e+00	2.590674e-01	255	179	179
Nik-Zainal560:PD14442a	BRCA_nonTNBC	3.242574e+00	0	255	179	179
Nik-Zainal560:PD14450a	BRCA_nonTNBC	3.114083e+00	0	255	179	179
Nik-Zainal560:PD14453a	BRCA_nonTNBC	3.996444e+00	0	255	179	179
Nik-Zainal560:PD14454a	BRCA_nonTNBC	3.400084e+00	5.376344e-01	255	179	179
Nik-Zainal560:PD14456a	BRCA_nonTNBC	3.296480e+00	4.672897e-01	255	179	179
Nik-Zainal560:PD14457a	BRCA_nonTNBC	3.659865e+00	0	255	179	179
Nik-Zainal560:PD14458a	BRCA_nonTNBC	3.180683e+00	2.967359e-01	255	179	179
Nik-Zainal560:PD14459a	BRCA_nonTNBC	3.319890e+00	2.493766e-01	255	179	179
Nik-Zainal560:PD14460a	BRCA_nonTNBC	3.655725e+00	2.212389e-01	255	179	179
Nik-Zainal560:PD14461a	BRCA_nonTNBC	3.157808e+00	3.086420e-01	255	179	179
Nik-Zainal560:PD14462a	BRCA_nonTNBC	3.420074e+00	0	255	179	179
Nik-Zainal560:PD14465a	BRCA_nonTNBC	3.491293e+00	1.821494e-01	255	179	179
Nik-Zainal560:PD14467a	BRCA_nonTNBC	3.211170e+00	0	255	179	179
Nik-Zainal560:PD14468a	BRCA_nonTNBC	3.190704e+00	0	255	179	179
Nik-Zainal560:PD14471a	BRCA_nonTNBC	3.514913e+00	3.067485e-01	255	179	179
Nik-Zainal560:PD14472a	BRCA_nonTNBC	3.361856e+00	2.666667e-01	255	179	179
Nik-Zainal560:PD14473a	BRCA_nonTNBC	3.189198e+00	0	255	179	179
Nik-Zainal560:PD17973a	BRCA_nonTNBC	3.307034e+00	2.808989e-01	255	179	179
Nik-Zainal560:PD17981a	BRCA_nonTNBC	3.843023e+00	6.323397e-01	255	179	179
Nik-Zainal560:PD17991a	BRCA_nonTNBC	3.087938e+00	0	255	179	179
Nik-Zainal560:PD17994a	BRCA_nonTNBC	3.116938e+00	0	255	179	179
Nik-Zainal560:PD18017a	BRCA_TNBC	3.324299e+00	2.994012e-01	255	77	179
