name	ttype	nmut	pct_vCTg_hp	x	y	clr_red	clr_green	clr_blue
Nik-Zainal560:PD13758a	BRCA_nonTNBC	2299	3.164557e-01	3.362088e+00	3.164557e-01	255	179	179
PCAWG2279:TCGA-CS-5395	LGG	5434	3.156566e-01	3.735320e+00	3.156566e-01	140	89	102
PCAWG2279:CGP_donor_1691205	BOCA	2475	3.154574e-01	3.394091e+00	3.154574e-01	179	153	128
PCAWG2279:HX17	LIVER	14756	3.149606e-01	4.169036e+00	3.149606e-01	179	153	128
PCAWG2279:C0027	CRC	4803	3.144654e-01	3.681709e+00	3.144654e-01	0	153	89
PCAWG2279:TCGA-KL-8341	KICH	3136	3.139717e-01	3.496684e+00	3.139717e-01	77	74	69
PCAWG2279:OCCAMS-ZZ-016	ESO	34998	3.138075e-01	4.544068e+00	3.138075e-01	77	204	46
Nik-Zainal560:PD22359a	BRCA_nonTNBC	1817	3.134796e-01	3.259910e+00	3.134796e-01	255	179	179
PCAWG2279:TCGA-G9-7522	PRAD	1343	3.134796e-01	3.128866e+00	3.134796e-01	179	179	140
Alexandrov507:RK083_C01	LIVER	8386	3.125000e-01	3.923689e+00	3.125000e-01	179	153	128
Nik-Zainal560:PD23577a	BRCA_TNBC	3970	3.125000e-01	3.599017e+00	3.125000e-01	255	77	179
Nik-Zainal560:PD4261a	BRCA_nonTNBC	1796	3.125000e-01	3.254924e+00	3.125000e-01	255	179	179
PCAWG2279:RK234	LIVER	5637	3.115265e-01	3.751224e+00	3.115265e-01	179	153	128
PCAWG2279:TCGA-13-0725	OV	4637	3.115265e-01	3.666444e+00	3.115265e-01	230	128	179
PCAWG2279:C0066	CRC	4663	3.105590e-01	3.668933e+00	3.105590e-01	0	153	89
Nik-Zainal560:PD24195a	BRCA_TNBC	2240	3.095975e-01	3.350795e+00	3.095975e-01	255	77	179
PCAWG2279:TCGA-55-6986	LUAD	2099	3.095975e-01	3.322574e+00	3.095975e-01	179	26	0
PCAWG2279:TCGA-B2-4099	KIRC	5336	3.095975e-01	3.727416e+00	3.095975e-01	122	97	66
Nik-Zainal560:PD14461a	BRCA_nonTNBC	1436	3.086420e-01	3.157808e+00	3.086420e-01	255	179	179
PCAWG2279:TCGA-AP-A052	UCEC	3729	3.081664e-01	3.571828e+00	3.081664e-01	166	0	140
PCAWG2279:AOCS-083	OV	7070	3.076923e-01	3.849577e+00	3.076923e-01	230	128	179
PCAWG2279:C0005	CRC	6036	3.076923e-01	3.780923e+00	3.076923e-01	0	153	89
PCAWG2279:TCGA-AP-A0LF	UCEC	26292	3.072197e-01	4.419873e+00	3.072197e-01	166	0	140
PCAWG2279:PCSI_0233	PANC	4247	3.070624e-01	3.628288e+00	3.070624e-01	97	71	48
PCAWG2279:OCCAMS-SH-038	ESO	34344	3.069839e-01	4.535878e+00	3.069839e-01	77	204	46
PCAWG2279:ITNET-0938	PANC	11741	3.069577e-01	4.069782e+00	3.069577e-01	97	71	48
Nik-Zainal560:PD14471a	BRCA_nonTNBC	3270	3.067485e-01	3.514913e+00	3.067485e-01	255	179	179
PCAWG2279:TCGA-43-3920	LUSC	45460	3.061224e-01	4.657650e+00	3.061224e-01	255	0	0
Nik-Zainal560:PD11384a	BRCA_nonTNBC	1725	3.058104e-01	3.237320e+00	3.058104e-01	255	179	179
Lawrence126:PR-P559	PRAD	6557	3.053435e-01	3.816887e+00	3.053435e-01	179	179	140
Nik-Zainal560:PD11357a	BRCA_nonTNBC	3379	3.053435e-01	3.529114e+00	3.053435e-01	255	179	179
PCAWG2279:PCSI_0279	PANC	5378	3.051106e-01	3.730842e+00	3.051106e-01	97	71	48
PCAWG2279:TCGA-06-0744	GBM	10609	3.051106e-01	4.025785e+00	3.051106e-01	138	112	92
Alexandrov507:PD6043a	BRCA	22454	3.048780e-01	4.351347e+00	3.048780e-01	255	128	128
Alexandrov507:RK004_C01	LIVER	15269	3.048780e-01	4.183870e+00	3.048780e-01	179	153	128
PCAWG2279:TCGA-B6-A0RT	BRCA_TNBC	5441	3.048780e-01	3.735866e+00	3.048780e-01	255	77	179
PCAWG2279:EOPC-031	EOPC	4478	3.039514e-01	3.651307e+00	3.039514e-01	179	179	140
PCAWG2279:OSCC-GB_011901	ORCA	23837	3.036437e-01	4.377302e+00	3.036437e-01	102	153	140
PCAWG2279:OCCAMS-ST-037	ESO	45635	3.034244e-01	4.659318e+00	3.034244e-01	77	204	46
Nik-Zainal560:PD18749a	BRCA_nonTNBC	4661	3.030303e-01	3.668688e+00	3.030303e-01	255	179	179
PCAWG2279:TCGA-85-8277	LUSC	42669	3.030303e-01	4.630137e+00	3.030303e-01	255	0	0
PCAWG2279:PCSI_0046	PANC	5104	3.027245e-01	3.708156e+00	3.027245e-01	97	71	48
Alexandrov507:HX28T	LIVER	8901	3.021148e-01	3.949553e+00	3.021148e-01	179	153	128
Nik-Zainal560:PD7307a	BRCA_nonTNBC	8424	3.021148e-01	3.925660e+00	3.021148e-01	255	179	179
Nik-Zainal560:PD9847a	BRCA_nonTNBC	2229	3.021148e-01	3.348503e+00	3.021148e-01	255	179	179
PCAWG2279:AOCS-107	OV	6450	3.021148e-01	3.809720e+00	3.021148e-01	230	128	179
PCAWG2279:RK152	LIVER	10374	3.021148e-01	4.016048e+00	3.021148e-01	179	153	128
PCAWG2279:TCGA-AO-A12H	BRCA_nonTNBC	1956	3.021148e-01	3.292032e+00	3.021148e-01	255	179	179
Nik-Zainal560:PD11753a	BRCA_nonTNBC	6858	3.016591e-01	3.836353e+00	3.016591e-01	255	179	179
PCAWG2279:MBRep_T27	PBCA	4179	3.016591e-01	3.621341e+00	3.016591e-01	153	128	51
PCAWG2279:ICGC_0392	PANC	7605	3.012048e-01	3.881236e+00	3.012048e-01	97	71	48
PCAWG2279:TCGA-AG-3727	CRC	11513	3.010753e-01	4.061297e+00	3.010753e-01	0	153	89
PCAWG2279:BTCA_donor_Y140	BTCA	12874	3.010537e-01	4.109784e+00	3.010537e-01	140	89	64
PCAWG2279:TCGA-BA-6869	HNSC	87623	3.005259e-01	4.942629e+00	3.005259e-01	0	0	255
Alexandrov507:MB3	MED	989	3.003003e-01	2.996296e+00	3.003003e-01	69	89	110
PCAWG2279:TCGA-BR-4255	STAD	6827	3.003003e-01	3.834407e+00	3.003003e-01	0	255	0
Nik-Zainal560:PD8832a	BRCA_TNBC	26409	3.000000e-01	4.421798e+00	3.000000e-01	255	77	179
Nik-Zainal560:PD18017a	BRCA_TNBC	2108	2.994012e-01	3.324299e+00	2.994012e-01	255	77	179
Nik-Zainal560:PD22251a	BRCA_nonTNBC	1505	2.994012e-01	3.178184e+00	2.994012e-01	255	179	179
PCAWG2279:ICGC_0432	PANC	3334	2.994012e-01	3.523247e+00	2.994012e-01	97	71	48
PCAWG2279:ICGC_MB145	PBCA	2601	2.994012e-01	3.415503e+00	2.994012e-01	153	128	51
PCAWG2279:TCGA-18-3408	LUSC	12280	2.994012e-01	4.089293e+00	2.994012e-01	255	0	0
PCAWG2279:TCGA-23-1110	OV	13853	2.994012e-01	4.141632e+00	2.994012e-01	230	128	179
PCAWG2279:TCGA-DX-A3LW	SARC	3508	2.994012e-01	3.545345e+00	2.994012e-01	77	179	230
PCAWG2279:TCGA-QG-A5YW	CRC	19275	2.987304e-01	4.285056e+00	2.987304e-01	0	153	89
PCAWG2279:TCGA-AG-3901	CRC	9100	2.986348e-01	3.959144e+00	2.986348e-01	0	153	89
Nik-Zainal560:PD13306a	BRCA_nonTNBC	2026	2.985075e-01	3.307201e+00	2.985075e-01	255	179	179
PCAWG2279:TCGA-DK-A3IL	BLCA	18936	2.985075e-01	4.277347e+00	2.985075e-01	230	230	0
PCAWG2279:TCGA-50-5930	LUAD	185584	2.981515e-01	5.268547e+00	2.981515e-01	179	26	0
PCAWG2279:0071_CRUK_PC_0071	PRAD	4851	2.979146e-01	3.686043e+00	2.979146e-01	179	179	140
Nik-Zainal560:PD10010a	BRCA_TNBC	2431	2.967359e-01	3.386191e+00	2.967359e-01	255	77	179
Nik-Zainal560:PD14458a	BRCA_nonTNBC	1513	2.967359e-01	3.180683e+00	2.967359e-01	255	179	179
Nik-Zainal560:PD6411a	BRCA_TNBC	6675	2.967359e-01	3.824636e+00	2.967359e-01	255	77	179
PCAWG2279:AOCS-097	OV	1946	2.967359e-01	3.289695e+00	2.967359e-01	230	128	179
PCAWG2279:TCGA-CG-5724	STAD	28584	2.965892e-01	4.456162e+00	2.965892e-01	0	255	0
PCAWG2279:AOCS-162	OV	5159	2.962963e-01	3.712786e+00	2.962963e-01	230	128	179
Alexandrov507:RK032_C01	LIVER	10691	2.958580e-01	4.029110e+00	2.958580e-01	179	153	128
PCAWG2279:ICGC_0417	PANC	4316	2.952756e-01	3.635346e+00	2.952756e-01	97	71	48
PCAWG2279:C0047	CRC	5264	2.949853e-01	3.721493e+00	2.949853e-01	0	153	89
PCAWG2279:RK180	LIVER	10540	2.949853e-01	4.022927e+00	2.949853e-01	179	153	128
Alexandrov507:306	CLL	1637	2.941176e-01	3.214834e+00	2.941176e-01	128	102	128
PCAWG2279:CGP_donor_1475256	BOCA	5163	2.941176e-01	3.713099e+00	2.941176e-01	179	153	128
PCAWG2279:PCSI_0077	PANC	5276	2.941176e-01	3.722488e+00	2.941176e-01	97	71	48
PCAWG2279:TCGA-CJ-4918	KIRC	7775	2.932551e-01	3.890843e+00	2.932551e-01	122	97	66
Nik-Zainal560:PD18776a	BRCA_nonTNBC	1629	2.923977e-01	3.212464e+00	2.923977e-01	255	179	179
Nik-Zainal560:PD8828a	BRCA_nonTNBC	2061	2.923977e-01	3.314536e+00	2.923977e-01	255	179	179
PCAWG2279:CPCG0348	PRAD	2866	2.923977e-01	3.457623e+00	2.923977e-01	179	179	140
Nik-Zainal560:PD7240a	BRCA_nonTNBC	5188	2.919708e-01	3.715179e+00	2.919708e-01	255	179	179
PCAWG2279:TCGA-C5-A1BJ	CESC	13400	2.915452e-01	4.127179e+00	2.915452e-01	255	179	0
Alexandrov507:LUAD-S01302	LUAD	127316	2.914036e-01	5.104893e+00	2.914036e-01	179	26	0
Nik-Zainal560:PD4967a	BRCA_nonTNBC	3227	2.906977e-01	3.509180e+00	2.906977e-01	255	179	179
PCAWG2279:ICGC_MB178	PBCA	1968	2.902758e-01	3.294643e+00	2.902758e-01	153	128	51
PCAWG2279:OCCAMS-AH-108	ESO	26764	2.900653e-01	4.427584e+00	2.900653e-01	77	204	46
Lawrence126:PR-09-3983	PRAD	4180	2.898551e-01	3.621449e+00	2.898551e-01	179	179	140
Alexandrov507:LUAD-S01356	LUAD	69021	2.892263e-01	4.838999e+00	2.892263e-01	179	26	0
Alexandrov507:LUAD-S01478	LUAD	79838	2.890173e-01	4.902224e+00	2.890173e-01	179	26	0
PCAWG2279:EOPC-07	EOPC	1558	2.890173e-01	3.193135e+00	2.890173e-01	179	179	140
PCAWG2279:TCGA-04-1347	OV	19067	2.890173e-01	4.280342e+00	2.890173e-01	230	128	179
Nik-Zainal560:PD8660a2	BRCA_TNBC	26128	2.888087e-01	4.417146e+00	2.888087e-01	255	77	179
PCAWG2279:TCGA-02-2485	GBM	6750	2.881844e-01	3.829439e+00	2.881844e-01	138	112	92
PCAWG2279:TCGA-BP-5168	KIRC	8695	2.881844e-01	3.939419e+00	2.881844e-01	122	97	66
PCAWG2279:CGP_donor_GC00029	STAD	12079	2.879079e-01	4.082133e+00	2.879079e-01	0	255	0
PCAWG2279:TCGA-D7-6815	STAD	14181	2.877106e-01	4.151795e+00	2.877106e-01	0	255	0
Nik-Zainal560:PD24333a	BRCA_TNBC	22884	2.873563e-01	4.359586e+00	2.873563e-01	255	77	179
Nik-Zainal560:PD7218a	BRCA_nonTNBC	1474	2.873563e-01	3.169331e+00	2.873563e-01	255	179	179
PCAWG2279:RK164	LIVER	10380	2.873563e-01	4.016301e+00	2.873563e-01	179	153	128
Nik-Zainal560:PD23560a	BRCA_nonTNBC	3006	2.865330e-01	3.478376e+00	2.865330e-01	255	179	179
PCAWG2279:TCGA-CV-5442	HNSC	27225	2.858504e-01	4.435002e+00	2.858504e-01	0	0	255
Alexandrov507:PD4954a	BRCA	5341	2.857143e-01	3.727801e+00	2.857143e-01	255	128	128
Alexandrov507:PD3989a	BRCA	2080	2.849003e-01	3.318576e+00	2.849003e-01	255	128	128
Alexandrov507:RK098_C01	LIVER	6238	2.849003e-01	3.795217e+00	2.849003e-01	179	153	128
PCAWG2279:C0034	CRC	4386	2.849003e-01	3.642350e+00	2.849003e-01	0	153	89
PCAWG2279:RK136	LIVER	13066	2.849003e-01	4.116225e+00	2.849003e-01	179	153	128
PCAWG2279:PCSI_0224	PANC	4367	2.846300e-01	3.640416e+00	2.846300e-01	97	71	48
PCAWG2279:PCSI_0476	PANC	11736	2.844950e-01	4.069600e+00	2.844950e-01	97	71	48
Alexandrov507:PD6410a	BRCA	7132	2.840909e-01	3.853348e+00	2.840909e-01	255	128	128
Nik-Zainal560:PD9845a	BRCA_nonTNBC	3147	2.840909e-01	3.498224e+00	2.840909e-01	255	179	179
PCAWG2279:EOPC-017	EOPC	1299	2.840909e-01	3.114564e+00	2.840909e-01	179	179	140
PCAWG2279:TCGA-BP-4756	KIRC	5557	2.840909e-01	3.745043e+00	2.840909e-01	122	97	66
PCAWG2279:TCGA-EW-A1P8	BRCA_TNBC	2342	2.840909e-01	3.370034e+00	2.840909e-01	255	77	179
PCAWG2279:TCGA-BA-4076	HNSC	63185	2.835539e-01	4.800628e+00	2.835539e-01	0	0	255
Alexandrov507:PD7221a	BRCA	1873	2.832861e-01	3.273227e+00	2.832861e-01	255	128	128
Nik-Zainal560:PD9756a	BRCA_nonTNBC	4212	2.832861e-01	3.624764e+00	2.832861e-01	255	179	179
PCAWG2279:TCGA-B6-A0RE	BRCA_TNBC	13369	2.832861e-01	4.126187e+00	2.832861e-01	255	77	179
PCAWG2279:TCGA-DD-A3A7	LIVER	15440	2.832861e-01	4.188731e+00	2.832861e-01	179	153	128
Alexandrov507:PD6018a	BRCA	2732	2.824859e-01	3.436909e+00	2.824859e-01	255	128	128
PCAWG2279:CGP_donor_1691154	BOCA	3740	2.824859e-01	3.573197e+00	2.824859e-01	179	153	128
PCAWG2279:OCCAMS-AH-173	ESO	8214	2.824859e-01	3.914669e+00	2.824859e-01	77	204	46
PCAWG2279:C0065	CRC	6113	2.816901e-01	3.786432e+00	2.816901e-01	0	153	89
PCAWG2279:TCGA-A5-A0GE	UCEC	3644	2.816901e-01	3.561878e+00	2.816901e-01	166	0	140
PCAWG2279:TCGA-CH-5750	PRAD	4085	2.816901e-01	3.611470e+00	2.816901e-01	179	179	140
Alexandrov507:LUAD-S01341	LUAD	15128	2.811621e-01	4.179839e+00	2.811621e-01	179	26	0
Lawrence126:BR-MEX-165	BRCA	2297	2.808989e-01	3.361555e+00	2.808989e-01	255	128	128
Nik-Zainal560:PD13420a	BRCA_nonTNBC	1862	2.808989e-01	3.270612e+00	2.808989e-01	255	179	179
Nik-Zainal560:PD17973a	BRCA_nonTNBC	2025	2.808989e-01	3.307034e+00	2.808989e-01	255	179	179
Nik-Zainal560:PD4982a	BRCA_nonTNBC	1474	2.808989e-01	3.169105e+00	2.808989e-01	255	179	179
PCAWG2279:C0019	CRC	5085	2.808989e-01	3.706485e+00	2.808989e-01	0	153	89
PCAWG2279:ICGC_0365	PANC	4186	2.805049e-01	3.622007e+00	2.805049e-01	97	71	48
Nik-Zainal560:PD11744a	BRCA_nonTNBC	1882	2.801120e-01	3.275230e+00	2.801120e-01	255	179	179
PCAWG2279:ICGC_0149	PANC	11102	2.797203e-01	4.045492e+00	2.797203e-01	97	71	48
PCAWG2279:TCGA-BK-A0CC	UCEC	6502	2.797203e-01	3.813218e+00	2.797203e-01	166	0	140
PCAWG2279:RK289	LIVER	21466	2.789400e-01	4.331805e+00	2.789400e-01	179	153	128
PCAWG2279:ICGC_0326	PANC	6398	2.788104e-01	3.806195e+00	2.788104e-01	97	71	48
Alexandrov507:RK023_C01	LIVER	19017	2.785515e-01	4.279196e+00	2.785515e-01	179	153	128
PCAWG2279:RK120	LIVER	12402	2.785515e-01	4.093576e+00	2.785515e-01	179	153	128
PCAWG2279:OCCAMS-AH-064	ESO	19353	2.780352e-01	4.286796e+00	2.780352e-01	77	204	46
PCAWG2279:EOPC-057	EOPC	1326	2.777778e-01	3.123467e+00	2.777778e-01	179	179	140
PCAWG2279:ICGC_MB174	PBCA	1686	2.777778e-01	3.227504e+00	2.777778e-01	153	128	51
PCAWG2279:AOCS-160	OV	6633	2.773925e-01	3.821852e+00	2.773925e-01	230	128	179
PCAWG2279:C0099	CRC	4177	2.770083e-01	3.621106e+00	2.770083e-01	0	153	89
PCAWG2279:TCGA-DX-A3LU	SARC	2673	2.770083e-01	3.427423e+00	2.770083e-01	77	179	230
PCAWG2279:OCCAMS-RS-036	ESO	57609	2.768549e-01	4.760507e+00	2.768549e-01	77	204	46
Nik-Zainal560:PD13765a	BRCA_nonTNBC	5479	2.762431e-01	3.738909e+00	2.762431e-01	255	179	179
Nik-Zainal560:PD9574a	BRCA_nonTNBC	1634	2.762431e-01	3.213862e+00	2.762431e-01	255	179	179
PCAWG2279:ITNET-0052	PANC	24022	2.762431e-01	4.380655e+00	2.762431e-01	97	71	48
PCAWG2279:OCCAMS-SH-051	ESO	29441	2.754821e-01	4.468989e+00	2.754821e-01	77	204	46
PCAWG2279:SNU_WGS_10	AML	1528	2.754821e-01	3.184787e+00	2.754821e-01	77	115	140
PCAWG2279:TCGA-BS-A0U9	UCEC	3636	2.754821e-01	3.560955e+00	2.754821e-01	166	0	140
Nik-Zainal560:PD9600a	BRCA_nonTNBC	2019	2.747253e-01	3.305566e+00	2.747253e-01	255	179	179
PCAWG2279:CPCG0087	PRAD	3831	2.747253e-01	3.583548e+00	2.747253e-01	179	179	140
PCAWG2279:RK175	LIVER	16098	2.747253e-01	4.206841e+00	2.747253e-01	179	153	128
PCAWG2279:RK176	LIVER	9664	2.747253e-01	3.985260e+00	2.747253e-01	179	153	128
PCAWG2279:PCSI_0161	PANC	10654	2.741228e-01	4.027609e+00	2.741228e-01	97	71	48
Nik-Zainal560:PD5925a	BRCA_TNBC	8780	2.739726e-01	3.943627e+00	2.739726e-01	255	77	179
PCAWG2279:0069_CRUK_PC_0069	PRAD	1862	2.739726e-01	3.270506e+00	2.739726e-01	179	179	140
PCAWG2279:TCGA-D7-6822	STAD	64707	2.738476e-01	4.810967e+00	2.738476e-01	0	255	0
Nik-Zainal560:PD6047a	BRCA_TNBC	9442	2.737226e-01	3.975171e+00	2.737226e-01	255	77	179
PCAWG2279:AOCS-088	OV	6816	2.732240e-01	3.833715e+00	2.732240e-01	230	128	179
PCAWG2279:AOCS-120	OV	19236	2.732240e-01	4.284168e+00	2.732240e-01	230	128	179
PCAWG2279:AOCS-161	OV	8356	2.732240e-01	3.922107e+00	2.732240e-01	230	128	179
PCAWG2279:CGP_donor_1691131	BOCA	1809	2.732240e-01	3.258122e+00	2.732240e-01	179	153	128
PCAWG2279:RK030	LIVER	15710	2.732240e-01	4.196251e+00	2.732240e-01	179	153	128
Nik-Zainal560:PD8980a	BRCA_nonTNBC	15459	2.728513e-01	4.189239e+00	2.728513e-01	255	179	179
PCAWG2279:C0007	CRC	10608	2.724796e-01	4.025750e+00	2.724796e-01	0	153	89
PCAWG2279:TCGA-A2-A259	BRCA_nonTNBC	1735	2.724796e-01	3.239832e+00	2.724796e-01	255	179	179
PCAWG2279:TCGA-CR-7382	HNSC	8798	2.719855e-01	3.944506e+00	2.719855e-01	0	0	255
Alexandrov507:RK041_C01	LIVER	19589	2.717391e-01	4.292058e+00	2.717391e-01	179	153	128
Nik-Zainal560:PD18149a	BRCA_nonTNBC	2570	2.717391e-01	3.410432e+00	2.717391e-01	255	179	179
PCAWG2279:RK193	LIVER	15047	2.717391e-01	4.177520e+00	2.717391e-01	179	153	128
Alexandrov507:PD4958a	BRCA	8332	2.710027e-01	3.920878e+00	2.710027e-01	255	128	128
Alexandrov507:PD5936a	BRCA	2562	2.710027e-01	3.408961e+00	2.710027e-01	255	128	128
PCAWG2279:RK227	LIVER	10511	2.710027e-01	4.021740e+00	2.710027e-01	179	153	128
Nik-Zainal560:PD13756a	BRCA_nonTNBC	2083	2.702703e-01	3.319156e+00	2.702703e-01	255	179	179
PCAWG2279:OCCAMS-RS-029	ESO	22519	2.702703e-01	4.352596e+00	2.702703e-01	77	204	46
PCAWG2279:TCGA-DD-A1EL	LIVER	7637	2.702703e-01	3.883042e+00	2.702703e-01	179	153	128
PCAWG2279:PCSI_0465	PANC	5055	2.699055e-01	3.703955e+00	2.699055e-01	97	71	48
Lawrence126:PR-08-2455	PRAD	3429	2.695418e-01	3.535512e+00	2.695418e-01	179	179	140
PCAWG2279:TCGA-AP-A0L8	UCEC	6760	2.691790e-01	3.830103e+00	2.691790e-01	166	0	140
Alexandrov507:HX20T	LIVER	5683	2.688172e-01	3.754765e+00	2.688172e-01	179	153	128
Nik-Zainal560:PD22360a	BRCA_TNBC	8510	2.688172e-01	3.930045e+00	2.688172e-01	255	77	179
PCAWG2279:TCGA-E2-A156	BRCA_nonTNBC	2037	2.688172e-01	3.309455e+00	2.688172e-01	255	179	179
PCAWG2279:TCGA-BR-8381	STAD	17054	2.685285e-01	4.231879e+00	2.685285e-01	0	255	0
PCAWG2279:TCGA-50-6597	LUAD	7859	2.684564e-01	3.895511e+00	2.684564e-01	179	26	0
Alexandrov507:PD3945a	BRCA	9934	2.680965e-01	3.997228e+00	2.680965e-01	255	128	128
Lawrence126:BR-MEX-154	BRCA	2864	2.680965e-01	3.457373e+00	2.680965e-01	255	128	128
Lawrence126:ESO-838	ESO	31373	2.680965e-01	4.496593e+00	2.680965e-01	77	204	46
PCAWG2279:RK111	LIVER	13874	2.680965e-01	4.142286e+00	2.680965e-01	179	153	128
Nik-Zainal560:PD13623a	BRCA_nonTNBC	3800	2.673797e-01	3.580042e+00	2.673797e-01	255	179	179
PCAWG2279:C0100	CRC	6273	2.673797e-01	3.797648e+00	2.673797e-01	0	153	89
PCAWG2279:ICGC_0144	PANC	2637	2.670227e-01	3.421565e+00	2.670227e-01	97	71	48
Alexandrov507:PD6044a	BRCA	2463	2.666667e-01	3.391947e+00	2.666667e-01	255	128	128
Nik-Zainal560:PD14472a	BRCA_nonTNBC	2298	2.666667e-01	3.361856e+00	2.666667e-01	255	179	179
PCAWG2279:C0039	CRC	4970	2.666667e-01	3.696611e+00	2.666667e-01	0	153	89
PCAWG2279:TCGA-BR-6456	STAD	7674	2.663116e-01	3.885136e+00	2.663116e-01	0	255	0
PCAWG2279:PCSI_0468	PANC	7763	2.659574e-01	3.890169e+00	2.659574e-01	97	71	48
PCAWG2279:TCGA-CG-4442	STAD	104620	2.657528e-01	5.019625e+00	2.657528e-01	0	255	0
PCAWG2279:CGP_donor_GC00004	STAD	24729	2.657219e-01	4.393244e+00	2.657219e-01	0	255	0
PCAWG2279:ICGC_0053	PANC	4622	2.657219e-01	3.665092e+00	2.657219e-01	97	71	48
PCAWG2279:ICGC_0105	PANC	4983	2.657219e-01	3.697716e+00	2.657219e-01	97	71	48
PCAWG2279:TCGA-24-1103	OV	7170	2.652520e-01	3.855688e+00	2.652520e-01	230	128	179
PCAWG2279:TCGA-A2-A0YG	BRCA_nonTNBC	5450	2.652520e-01	3.736566e+00	2.652520e-01	255	179	179
PCAWG2279:TCGA-AK-3455	KIRC	4572	2.652520e-01	3.660373e+00	2.652520e-01	122	97	66
PCAWG2279:TCGA-CJ-4870	KIRC	4903	2.652520e-01	3.690701e+00	2.652520e-01	122	97	66
PCAWG2279:TCGA-BR-4280	STAD	64043	2.648084e-01	4.806490e+00	2.648084e-01	0	255	0
Nik-Zainal560:PD11769a	BRCA_nonTNBC	1722	2.645503e-01	3.236786e+00	2.645503e-01	255	179	179
PCAWG2279:TCGA-13-1477	OV	1947	2.645503e-01	3.289879e+00	2.645503e-01	230	128	179
Alexandrov507:LFS_MB1	MED	2044	2.638522e-01	3.310973e+00	2.638522e-01	69	89	110
Alexandrov507:RK086_C01	LIVER	14355	2.638522e-01	4.157093e+00	2.638522e-01	179	153	128
Lawrence126:BR-MEX-071	BRCA	2942	2.638522e-01	3.468982e+00	2.638522e-01	255	128	128
PCAWG2279:AOCS-080	OV	7208	2.638522e-01	3.857980e+00	2.638522e-01	230	128	179
PCAWG2279:TCGA-AX-A1C8	UCEC	7266	2.638522e-01	3.861437e+00	2.638522e-01	166	0	140
PCAWG2279:TCGA-DX-A1L3	SARC	5004	2.638522e-01	3.699548e+00	2.638522e-01	77	179	230
Nik-Zainal560:PD13620a	BRCA_nonTNBC	4598	2.635046e-01	3.662770e+00	2.635046e-01	255	179	179
Nik-Zainal560:PD24193a	BRCA_nonTNBC	11237	2.635046e-01	4.050749e+00	2.635046e-01	255	179	179
PCAWG2279:OCCAMS-AH-174	ESO	39606	2.635046e-01	4.597793e+00	2.635046e-01	77	204	46
Alexandrov507:APGI_2000	PANC	7537	2.629273e-01	3.877341e+00	2.629273e-01	97	71	48
PCAWG2279:CPCG0334	PRAD	5092	2.628121e-01	3.707134e+00	2.628121e-01	179	179	140
PCAWG2279:CHC320	LIVER	9516	2.624672e-01	3.978579e+00	2.624672e-01	179	153	128
PCAWG2279:PCSI_0334	PANC	7564	2.624672e-01	3.878879e+00	2.624672e-01	97	71	48
PCAWG2279:TCGA-A6-2681	CRC	14814	2.624672e-01	4.170745e+00	2.624672e-01	0	153	89
PCAWG2279:TCGA-BC-A216	LIVER	7848	2.624672e-01	3.894921e+00	2.624672e-01	179	153	128
PCAWG2279:OCCAMS-RS-032	ESO	15085	2.623524e-01	4.178605e+00	2.623524e-01	77	204	46
PCAWG2279:TCGA-A8-A08S	BRCA	4541	2.614379e-01	3.657408e+00	2.614379e-01	255	128	128
Alexandrov507:HX21T	LIVER	14259	2.610966e-01	4.154158e+00	2.610966e-01	179	153	128
PCAWG2279:OCCAMS-AH-143	ESO	55751	2.610966e-01	4.746275e+00	2.610966e-01	77	204	46
PCAWG2279:PCSI_0326	PANC	3511	2.610966e-01	3.545720e+00	2.610966e-01	97	71	48
Lawrence126:MM-0319	MM	6553	2.604167e-01	3.816621e+00	2.604167e-01	128	130	51
Nik-Zainal560:PD8830a	BRCA_TNBC	8246	2.604167e-01	3.916370e+00	2.604167e-01	255	77	179
Alexandrov507:PD7212a	BRCA	1886	2.597403e-01	3.276019e+00	2.597403e-01	255	128	128
Nik-Zainal560:PD13770a	BRCA_nonTNBC	2079	2.597403e-01	3.318289e+00	2.597403e-01	255	179	179
PCAWG2279:TCGA-CN-5374	HNSC	21859	2.597403e-01	4.339671e+00	2.597403e-01	0	0	255
PCAWG2279:TCGA-BK-A139	UCEC	15617	2.592913e-01	4.193668e+00	2.592913e-01	166	0	140
Nik-Zainal560:PD14441a	BRCA_nonTNBC	4662	2.590674e-01	3.668799e+00	2.590674e-01	255	179	179
Nik-Zainal560:PD4981a	BRCA_nonTNBC	1663	2.590674e-01	3.221613e+00	2.590674e-01	255	179	179
PCAWG2279:RK123	LIVER	8724	2.590674e-01	3.940845e+00	2.590674e-01	179	153	128
PCAWG2279:AOCS-078	OV	10009	2.587322e-01	4.000503e+00	2.587322e-01	230	128	179
PCAWG2279:AOCS-155	OV	19440	2.587322e-01	4.288756e+00	2.587322e-01	230	128	179
PCAWG2279:PCSI_0108	PANC	2933	2.583979e-01	3.467714e+00	2.583979e-01	97	71	48
Alexandrov507:MB61	MED	2533	2.580645e-01	3.404084e+00	2.580645e-01	69	89	110
Nik-Zainal560:PD23563a	BRCA_TNBC	8223	2.577320e-01	3.915174e+00	2.577320e-01	255	77	179
PCAWG2279:EOPC-033	EOPC	1442	2.577320e-01	3.159630e+00	2.577320e-01	179	179	140
